p10_2,p4_1,niv,gra,p4_15,p8_5,p9_9,p11_6_08,p11_6_11,p11_4_3,p11_4_5,p11_8_1,p10_1_3,p10_1_5,pd4_10_8,p12_4_3,p12_3_1,p12_3_2
2,35,6,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,4
1,38,3,3,1.0,,,2,2,,,,1,1,1,2,3,3
2,23,3,3,1.0,,,2,2,2.0,2.0,,1,1,1,1,4,3
2,48,3,3,5.0,,,2,2,3.0,3.0,,2,2,1,2,4,4
2,55,3,3,5.0,,,2,2,,,,2,2,1,1,3,2
2,33,6,3,1.0,2.0,,2,2,2.0,2.0,,2,2,1,1,4,4
1,27,2,5,3.0,,,2,2,2.0,2.0,,1,1,1,2,4,4
2,39,2,1,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
1,60,2,6,1.0,,,2,2,2.0,2.0,,2,2,1,2,4,3
2,44,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,31,8,5,4.0,,,2,2,3.0,2.0,,2,1,1,1,4,4
2,23,8,4,,,,2,2,2.0,2.0,,2,2,1,1,3,2
2,17,6,2,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,3
2,65,3,3,,,,2,2,,,2.0,2,2,1,1,4,4
2,20,8,2,1.0,,,2,2,2.0,2.0,,2,2,1,1,2,2
2,28,8,4,4.0,,,1,2,2.0,2.0,,2,1,1,2,2,3
2,37,10,2,1.0,,,1,2,2.0,2.0,,2,1,1,1,4,4
1,36,10,2,5.0,,,2,2,1.0,3.0,,1,1,1,1,4,4
2,26,8,5,1.0,,,2,2,2.0,2.0,,2,1,1,1,2,3
2,36,8,5,1.0,,,2,2,2.0,2.0,,2,2,1,1,1,1
2,34,8,4,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,1
2,28,6,3,1.0,,,2,2,2.0,2.0,,1,1,1,1,2,2
2,38,8,4,,,,2,2,,,,2,1,1,1,4,5
2,61,8,5,5.0,,,2,2,2.0,2.0,,2,2,1,1,4,5
2,69,3,3,5.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,50,2,3,5.0,,,2,2,,,,2,2,1,1,3,4
2,59,6,3,4.0,,,2,2,3.0,3.0,,2,2,1,1,4,4
2,48,6,3,1.0,,,2,2,2.0,2.0,,2,1,1,2,4,3
2,82,2,6,,,,2,2,,,,2,2,1,1,5,5
2,56,5,3,,,,2,2,,,,2,1,1,1,4,5
2,32,8,2,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,61,2,6,,,,2,2,,,2.0,1,1,1,1,4,5
2,35,10,2,1.0,,,2,2,3.0,3.0,,1,1,1,1,2,1
2,22,8,4,1.0,,,2,2,2.0,2.0,2.0,1,1,1,2,4,3
2,35,10,2,1.0,,,2,2,2.0,2.0,,2,1,1,1,4,4
2,35,8,4,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
1,61,5,3,,,,2,2,,,2.0,1,1,1,1,3,5
2,59,7,3,,,,2,2,,,,2,2,1,1,3,5
2,66,8,5,,,,2,2,,,,2,2,1,1,4,5
2,58,3,3,1.0,,,2,2,2.0,2.0,2.0,1,1,2,1,4,4
1,74,3,3,,,,2,2,,,,2,2,1,2,3,5
2,20,6,2,1.0,,,2,2,2.0,2.0,,2,1,1,1,3,2
1,24,6,3,5.0,,,2,2,2.0,2.0,,2,1,1,1,3,2
2,42,8,5,1.0,,,2,2,2.0,1.0,,2,2,1,1,1,1
2,42,3,3,,,,2,2,2.0,2.0,,2,2,1,1,4,3
2,49,3,3,1.0,,,2,2,2.0,2.0,,1,2,1,1,4,3
2,30,3,3,1.0,,,2,2,2.0,2.0,2.0,2,2,1,1,3,4
2,29,3,3,,,,2,2,2.0,3.0,2.0,1,2,1,2,4,2
2,32,3,2,1.0,,,2,2,2.0,2.0,,2,2,2,1,3,2
2,68,2,6,,,,2,2,,,,2,2,1,1,2,5
2,35,6,3,1.0,,,2,2,2.0,2.0,,2,2,1,2,4,2
2,43,3,3,1.0,,,2,2,2.0,2.0,,2,1,1,1,4,4
1,16,3,3,,2.0,,2,2,2.0,2.0,,1,1,2,4,4,4
2,44,3,3,1.0,,,2,2,2.0,2.0,,1,1,1,1,4,3
1,28,2,6,1.0,,,2,2,,,,1,1,1,1,4,4
2,42,2,6,,,,2,2,1.0,2.0,,2,2,1,1,2,5
1,43,3,3,1.0,1.0,1.0,1,1,1.0,1.0,,1,1,1,3,4,3
2,29,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,1
2,92,2,3,,,,2,2,,,,1,2,1,3,4,5
2,43,8,5,1.0,,,2,2,1.0,2.0,2.0,2,1,1,1,1,1
2,40,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,3
2,68,3,3,,,,2,2,,,,2,2,1,1,3,5
2,25,8,4,5.0,2.0,,2,2,,,,2,1,1,1,4,3
1,31,8,5,1.0,,,2,2,2.0,2.0,,1,1,1,2,2,2
2,68,2,6,,,,2,2,,,,1,1,2,1,4,5
2,25,6,3,1.0,,,2,2,,,,2,2,1,1,4,4
2,37,10,2,1.0,2.0,,2,2,2.0,2.0,1.0,2,2,1,1,2,2
1,62,8,3,,,,2,2,,,,2,2,1,1,1,5
2,63,5,3,,,,2,2,,,2.0,2,1,1,1,3,5
2,23,6,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,3
2,53,8,4,1.0,,,2,2,2.0,2.0,,1,2,1,2,4,3
2,29,3,3,1.0,,,2,2,,,,2,2,1,1,3,4
2,25,8,5,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,3
2,41,2,6,1.0,,,2,2,,,,2,2,1,1,4,4
2,35,6,3,1.0,,,2,2,2.0,1.0,,1,1,1,1,2,2
1,18,6,3,,,,2,2,,,,1,1,1,1,2,5
1,30,6,3,1.0,2.0,,2,1,,,,1,2,1,4,4,1
2,17,6,2,1.0,2.0,,2,2,2.0,2.0,,1,2,1,1,3,3
2,27,8,4,1.0,,,2,2,2.0,2.0,,2,2,1,2,3,3
2,55,3,3,5.0,9.0,,2,2,,,,1,1,1,1,3,3
1,38,3,3,,,,2,2,,,,2,1,1,3,3,2
2,40,6,1,5.0,,,2,2,2.0,2.0,,2,2,2,2,1,3
2,46,6,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,3
2,24,8,1,5.0,,,2,2,,,2.0,1,1,1,1,4,2
2,51,8,5,1.0,,,2,2,,,,2,2,1,1,3,3
2,57,8,5,,,,2,2,,,,2,2,1,1,2,5
2,20,6,3,1.0,,,2,2,2.0,2.0,,1,1,1,2,2,1
2,56,3,3,,,,2,2,,,,2,2,1,3,2,5
2,54,3,3,1.0,,,2,2,2.0,2.0,,2,2,2,2,4,3
2,34,7,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,2
2,54,3,2,5.0,,,2,2,2.0,2.0,2.0,1,1,3,2,1,3
2,20,3,3,5.0,,,2,2,2.0,2.0,,2,1,1,1,3,4
2,34,3,3,5.0,,,2,2,,,2.0,1,2,1,2,3,3
2,15,3,3,,2.0,,2,2,,,,2,1,1,1,3,2
2,52,3,3,1.0,,,2,2,,,,2,2,1,1,4,4
1,18,3,3,1.0,,,2,2,,,,2,1,1,3,1,4
2,56,6,3,3.0,,,2,2,2.0,2.0,,1,1,1,2,1,3
2,67,2,6,,,,2,2,,,,2,2,1,1,4,4
2,35,3,3,5.0,,,2,2,,,,2,2,1,1,4,3
2,23,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,3
2,63,0,0,,,,2,2,,,,2,1,1,1,4,5
2,19,6,3,,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,31,9,3,1.0,2.0,,1,2,2.0,2.0,2.0,1,1,1,3,3,1
2,28,8,5,1.0,,,2,2,2.0,2.0,,2,2,1,1,2,1
2,27,8,3,1.0,,,2,2,2.0,2.0,,2,1,1,1,3,1
2,29,8,3,1.0,,,2,2,2.0,2.0,,2,1,2,1,4,3
2,31,8,5,1.0,,,2,2,3.0,3.0,,2,2,1,2,4,2
1,22,8,3,5.0,,,1,2,,,,1,1,1,2,2,1
1,24,8,4,,,,2,2,2.0,2.0,2.0,1,1,1,2,3,5
2,56,8,4,,,,2,2,,,,1,1,2,1,4,5
2,31,3,3,,,,2,2,,,,2,1,1,1,4,5
2,65,10,1,,,,2,2,,,,2,2,1,1,1,5
2,44,8,2,5.0,,,2,2,,,,2,2,1,1,4,4
2,65,6,1,1.0,,,2,2,,,,2,2,1,1,4,4
2,24,6,3,1.0,,,2,2,,,,2,2,1,2,1,1
2,17,6,2,,,,2,2,2.0,2.0,,2,1,1,1,2,1
2,67,2,6,5.0,,,2,2,,,2.0,2,2,1,1,4,4
2,28,8,2,5.0,,,2,2,2.0,2.0,2.0,2,2,1,1,4,1
1,31,8,4,1.0,,,2,2,1.0,2.0,,1,1,1,1,3,3
2,62,8,4,5.0,,,2,2,3.0,3.0,,2,1,1,1,4,4
2,57,3,3,,,,2,2,,,,1,2,1,1,4,5
2,39,8,4,1.0,2.0,2.0,2,2,2.0,2.0,2.0,1,1,1,1,3,3
2,15,3,3,,,,2,2,,,,2,2,1,1,2,1
2,42,3,3,1.0,,,2,2,2.0,2.0,,1,1,1,1,3,4
2,23,8,1,1.0,9.0,,2,2,2.0,2.0,,1,2,1,1,3,2
2,52,6,3,1.0,,,2,2,2.0,2.0,,2,1,1,1,1,1
2,52,6,3,1.0,,,2,2,2.0,2.0,,2,2,1,5,3,4
2,30,6,3,1.0,,,2,2,2.0,2.0,,2,1,1,2,4,4
2,57,2,6,6.0,,,2,2,,,,2,2,1,1,4,4
2,30,3,3,1.0,,,2,2,2.0,2.0,2.0,2,2,1,1,3,3
2,30,8,2,1.0,,,2,2,2.0,2.0,,1,2,1,1,3,3
2,36,6,3,1.0,,,2,2,2.0,2.0,,2,1,1,1,4,4
2,35,3,3,,,,2,2,2.0,2.0,,2,2,1,1,4,5
2,65,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,34,3,3,5.0,,,2,2,2.0,2.0,,1,1,1,2,4,4
2,50,2,6,,,,2,2,,,,1,1,1,1,4,5
2,52,3,3,,,,2,2,,,,2,2,1,1,4,2
1,54,3,3,,,,2,2,,,,1,1,1,1,4,5
1,61,2,6,,9.0,,2,2,,,,2,1,1,3,4,5
2,22,6,3,,,,2,2,,,,2,2,1,1,3,3
2,15,3,3,,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,56,2,4,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,21,6,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,3
2,40,6,3,1.0,,,2,2,2.0,2.0,,1,1,1,2,4,3
2,43,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,48,6,3,1.0,,,2,2,2.0,2.0,,2,2,1,2,4,3
2,80,8,3,,,,2,2,,,,1,1,1,1,3,3
2,47,10,2,,,,2,2,2.0,2.0,,1,1,1,2,2,2
2,36,10,2,1.0,,,2,2,2.0,2.0,,1,2,1,1,2,2
2,57,6,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,2
2,41,6,3,,,,2,2,,,,2,2,1,1,3,5
2,43,3,3,1.0,,,2,2,,,,2,2,1,1,2,4
2,30,6,1,,,,2,2,,,,1,1,1,1,4,5
2,54,2,6,,,,2,2,,,,1,1,1,2,4,5
2,25,6,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,2,3
2,67,2,6,,,,2,2,,,,2,2,1,2,3,3
2,21,3,3,1.0,2.0,,2,2,2.0,2.0,,1,2,1,1,2,2
1,28,3,3,,,,2,2,2.0,2.0,,2,1,1,3,5,5
2,51,6,3,5.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,34,3,3,5.0,,,2,2,,,2.0,2,2,1,1,4,4
1,49,3,3,,,,2,2,,,,2,2,1,1,4,5
2,31,6,1,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,1
2,21,3,3,5.0,,,2,2,2.0,3.0,,1,1,1,1,3,3
2,22,3,3,1.0,,,2,2,2.0,2.0,,2,1,1,1,4,4
1,15,3,3,,,,2,2,3.0,3.0,,1,1,1,1,2,3
1,28,3,3,5.0,,,2,2,2.0,2.0,,1,1,1,2,3,4
2,42,3,3,1.0,,,2,2,2.0,2.0,,1,1,2,1,3,4
2,47,3,3,,,,2,2,,,,2,2,1,1,3,5
2,25,7,3,1.0,,,2,2,2.0,2.0,,2,2,1,2,4,4
2,23,6,3,,,,2,2,,,,1,1,1,1,3,5
2,61,3,3,1.0,,,2,2,2.0,2.0,,1,1,1,1,4,4
1,18,6,3,1.0,,,2,2,2.0,3.0,,1,1,2,2,3,4
2,41,2,6,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,2
2,35,2,6,1.0,,,2,2,1.0,2.0,2.0,1,1,1,2,4,4
2,23,2,6,1.0,,,2,2,2.0,2.0,,2,1,1,1,3,4
2,54,3,3,1.0,,,2,2,,,,2,2,1,1,4,4
2,53,3,2,,,,2,2,,,2.0,2,2,1,1,4,5
1,46,3,3,1.0,,,2,2,2.0,2.0,,1,1,1,2,4,4
1,32,3,3,,9.0,,1,2,,,,1,1,1,3,3,5
2,30,6,2,1.0,,,2,2,2.0,2.0,,1,1,1,1,4,4
2,18,5,3,1.0,2.0,,1,1,2.0,2.0,,1,1,2,1,3,2
2,66,2,4,1.0,,,2,2,2.0,2.0,,2,2,1,1,2,4
2,58,3,3,5.0,,,2,2,,,,2,1,1,3,3,4
2,32,8,4,1.0,,,2,2,2.0,2.0,,2,2,1,1,2,3
2,20,3,3,1.0,,,2,2,2.0,2.0,,1,1,1,1,2,4
2,63,2,3,,,,2,2,,,,1,1,2,2,4,5
2,29,2,6,,,,2,2,,,,2,2,1,1,4,5
2,20,6,2,,,,2,2,,,,1,1,1,1,2,5
2,19,3,3,,,,2,2,,,,2,1,1,1,3,5
2,67,3,3,,,,2,2,,,,1,2,1,1,1,5
2,66,8,5,1.0,,,2,2,2.0,2.0,,2,2,1,1,2,2
2,23,6,3,1.0,,,2,2,2.0,2.0,,2,1,1,1,2,1
1,30,8,4,1.0,,,2,2,2.0,2.0,,1,1,1,1,4,4
2,77,7,3,,,,2,2,,,,2,2,2,1,1,5
1,31,9,3,1.0,,,1,2,1.0,2.0,,1,1,1,1,4,4
2,56,9,1,5.0,,,2,2,,,,2,2,1,1,3,4
2,64,6,2,5.0,,,2,2,3.0,3.0,,2,1,1,2,4,4
2,29,8,1,1.0,,,2,2,1.0,2.0,,2,1,1,1,1,1
1,59,8,5,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,43,8,4,1.0,,,2,2,2.0,1.0,,1,1,1,1,3,4
2,86,3,3,,,,2,2,,,,2,2,2,1,1,1
2,45,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,32,7,3,5.0,,,2,2,,,,2,2,1,1,2,1
2,20,6,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,48,2,6,5.0,,,2,2,2.0,3.0,,2,2,1,1,4,4
2,47,3,3,1.0,,,2,2,2.0,2.0,2.0,2,2,1,1,4,1
2,32,6,3,5.0,,,2,2,2.0,2.0,2.0,2,1,1,1,3,3
2,48,3,3,4.0,,,2,2,2.0,2.0,,2,2,1,1,3,4
2,32,3,3,5.0,,,2,2,2.0,2.0,,2,1,1,1,3,3
2,65,5,3,,,,2,2,,,,1,1,2,1,4,5
2,37,8,4,5.0,,,2,2,2.0,2.0,,2,1,1,1,3,3
2,79,8,5,,,,2,2,,,,2,2,1,1,2,5
2,19,6,3,1.0,,,2,2,,,,1,2,1,1,3,1
2,49,2,6,5.0,,,2,2,,,,1,1,1,1,4,5
2,30,8,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,52,3,3,,,,2,2,,,,1,1,1,1,3,5
2,22,6,1,1.0,,,2,2,2.0,2.0,,2,1,1,1,3,1
2,48,6,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,1,1
2,61,3,3,1.0,,,2,2,,,2.0,2,2,1,1,4,4
2,32,8,4,1.0,,,2,2,2.0,2.0,,2,1,1,1,3,3
2,43,8,3,1.0,,,2,2,3.0,1.0,,1,1,1,1,4,4
2,41,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,3
2,32,6,3,1.0,,,2,2,2.0,2.0,,2,1,1,1,4,3
2,55,3,3,1.0,,,2,2,2.0,3.0,,1,1,1,1,4,4
1,29,3,3,,,,2,2,,,,1,1,1,2,3,3
2,28,6,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,3
2,38,3,3,,,,2,2,,,,2,1,1,3,4,5
2,17,6,2,,,,2,2,,,,2,2,1,1,4,4
2,47,6,3,,,,2,2,,,,1,2,1,1,5,5
1,47,6,3,,,,2,2,1.0,1.0,,1,1,1,1,4,5
2,15,3,3,1.0,,,2,2,2.0,2.0,,1,2,1,1,4,3
2,41,3,3,5.0,,,2,2,2.0,2.0,,2,2,1,1,4,3
2,50,3,1,,,,2,2,,,,2,2,1,2,4,4
1,43,8,5,1.0,,,2,2,2.0,2.0,,1,1,1,1,3,2
2,31,2,6,,,,2,2,,,,1,1,1,2,4,5
2,48,6,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,3
1,18,3,3,,,,2,2,,,,1,1,1,3,4,3
2,48,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,3
2,41,8,5,5.0,,,2,2,2.0,2.0,,2,2,1,2,4,1
2,43,3,3,1.0,,,2,2,2.0,2.0,,1,1,1,2,4,4
1,19,6,2,1.0,2.0,,2,2,2.0,2.0,,1,1,1,2,9,9
1,24,6,3,,,,2,2,1.0,2.0,,1,1,1,2,3,5
2,26,8,5,5.0,,,2,2,2.0,2.0,,1,1,1,1,1,1
2,34,8,2,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,2
1,19,6,3,,2.0,,2,2,,,,1,1,1,2,3,4
2,36,3,3,,2.0,,2,2,,,,2,2,1,1,3,5
2,46,6,3,4.0,,,2,2,,,,2,2,1,1,4,4
2,57,6,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,2,1
2,48,3,3,1.0,,,2,2,,,,2,1,1,1,4,4
2,31,8,3,,,,2,2,2.0,2.0,,2,1,1,1,4,5
1,52,8,5,1.0,,,2,2,2.0,2.0,,1,1,1,1,2,2
2,56,3,3,,,,2,2,,,,1,1,1,2,4,5
2,51,3,3,4.0,,,2,2,3.0,3.0,,1,1,1,1,4,3
2,32,8,4,1.0,2.0,,2,2,2.0,2.0,1.0,2,1,1,1,3,3
2,41,3,3,,,,2,2,,,2.0,2,1,1,1,4,5
2,27,8,4,1.0,,,2,2,2.0,2.0,,2,2,1,1,1,1
2,48,3,3,1.0,,,2,2,2.0,1.0,,2,2,1,1,2,2
1,71,2,2,,,,2,2,,,,1,1,1,2,3,5
2,19,8,1,,,,2,2,,,,2,1,1,3,4,3
2,30,8,4,1.0,,,2,2,2.0,2.0,,2,1,1,1,1,3
2,36,8,5,1.0,,,2,2,2.0,2.0,,1,2,1,1,3,3
2,53,2,6,4.0,,,2,2,2.0,2.0,,1,1,1,1,4,4
2,65,3,3,,,,2,2,,,,2,2,1,1,3,5
2,41,6,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,17,6,2,,,,2,2,2.0,2.0,,2,2,1,1,4,2
1,24,8,4,1.0,,,2,2,2.0,2.0,,1,1,1,1,4,3
2,79,2,1,,,,2,2,,,,1,1,1,1,3,5
2,24,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,3
2,23,3,3,1.0,,,2,2,,,,2,2,1,1,3,2
2,29,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,3
2,60,2,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,4
2,30,8,4,1.0,1.0,,2,2,2.0,2.0,2.0,1,1,1,1,3,2
2,38,8,5,5.0,,,2,2,2.0,2.0,,2,1,1,1,3,3
2,94,0,0,,,,2,2,,,,2,2,1,1,4,5
2,54,3,3,,,,2,2,2.0,2.0,,2,2,1,1,1,5
2,64,2,5,,,,2,2,2.0,2.0,,2,2,1,1,4,5
2,25,3,3,1.0,,,2,2,2.0,2.0,2.0,2,2,1,1,2,3
2,70,2,6,,,,2,2,,,,1,1,1,3,4,5
2,16,6,1,,,,2,2,,,,2,1,1,1,1,2
2,17,6,2,,,,2,2,,,,2,2,2,1,2,1
2,30,3,3,,,,2,2,,,,2,2,1,1,3,5
1,21,8,1,,,,2,2,1.0,2.0,,1,2,2,1,3,1
2,47,2,6,,,,2,2,,,,2,2,1,1,3,5
2,49,2,6,4.0,,,2,2,,,2.0,2,2,1,1,4,4
1,19,3,3,,,,2,2,1.0,2.0,,1,1,1,1,4,5
1,21,8,3,,,,2,2,3.0,3.0,,1,1,1,2,3,1
1,47,2,3,1.0,,,2,2,2.0,2.0,,1,1,1,3,4,4
2,33,8,2,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,3
2,29,2,6,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,5
2,26,6,3,5.0,,,2,2,,,,2,2,1,1,2,3
2,38,3,3,1.0,,,2,2,2.0,2.0,,1,1,1,1,3,2
2,31,7,2,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,3
2,28,6,3,,,,2,2,,,,1,2,1,1,2,5
2,57,8,2,5.0,,,2,2,2.0,2.0,,1,1,1,1,2,2
2,22,8,3,1.0,,,1,2,1.0,2.0,,2,1,1,1,3,2
2,17,6,2,1.0,,,1,2,,,,1,1,1,2,3,2
2,17,6,2,,,,2,2,,,,2,2,1,1,3,3
2,43,6,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,1,1
2,53,3,3,1.0,,,2,2,,,,2,2,1,1,3,4
2,67,8,4,4.0,,,2,2,2.0,2.0,,2,2,1,1,2,4
2,48,8,4,1.0,,,2,2,2.0,2.0,,1,1,2,2,3,2
1,50,3,3,5.0,,,2,2,,,,1,1,2,2,1,4
2,38,3,3,1.0,,,2,2,2.0,2.0,,1,1,1,1,2,1
2,67,3,3,5.0,,,2,2,,,2.0,2,2,1,1,4,4
2,17,6,2,,2.0,,2,2,2.0,2.0,,2,2,1,1,3,3
2,29,8,2,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,2
1,45,2,6,1.0,,,2,2,2.0,2.0,2.0,2,2,1,3,4,4
2,16,6,1,,,,2,2,,,,2,1,2,1,3,3
2,60,2,6,5.0,,,2,2,,,,1,1,1,1,4,5
2,20,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,3
2,28,3,3,1.0,,,2,2,1.0,3.0,,1,1,1,1,4,3
2,35,3,3,1.0,,,2,2,2.0,2.0,,1,1,1,3,3,4
2,20,3,3,1.0,,,2,2,2.0,1.0,,2,2,1,1,3,3
2,42,6,2,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,3
2,16,3,3,,,,2,2,2.0,2.0,,2,2,1,1,3,2
2,40,3,3,5.0,,,2,2,1.0,2.0,,1,1,1,1,3,4
2,50,2,6,,,,2,2,,,,1,1,1,1,4,3
2,22,6,3,,,,2,2,,,,2,2,1,1,3,4
2,26,6,3,,,,2,2,,,,2,2,1,1,4,5
2,54,3,3,4.0,,,2,2,2.0,1.0,,1,1,1,1,4,4
2,47,8,3,5.0,,,2,2,2.0,2.0,,1,1,1,2,2,2
2,80,8,5,,,,2,2,,,,2,2,1,1,3,5
2,30,8,5,1.0,,,2,2,1.0,2.0,,2,2,1,1,4,1
2,92,2,6,,,,2,2,,,,2,2,1,1,4,5
2,37,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,36,6,3,1.0,,,2,2,2.0,2.0,,1,1,1,2,4,3
1,33,2,6,1.0,,,2,2,2.0,2.0,,1,1,1,1,2,1
2,58,6,3,1.0,,,2,2,2.0,2.0,,2,1,1,2,3,3
2,23,3,3,6.0,,,2,2,,,,2,2,1,1,4,4
2,26,8,1,1.0,,,2,2,2.0,3.0,,2,1,1,1,4,4
2,20,6,3,6.0,,,2,2,,,,2,1,1,1,3,3
2,42,3,3,6.0,,,2,2,2.0,2.0,,2,2,1,2,3,3
2,54,3,3,,,,2,2,2.0,2.0,,1,1,1,2,4,3
2,38,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,3
2,31,3,3,1.0,,,2,2,2.0,2.0,,1,1,1,1,4,4
2,24,8,2,,,,2,2,,,2.0,2,2,1,1,4,5
2,40,3,3,,,,2,2,,,2.0,1,2,1,3,1,5
2,18,6,3,,,,2,2,2.0,2.0,,1,1,1,1,3,5
2,19,3,3,,,,2,2,1.0,2.0,,2,1,1,1,1,5
2,34,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,2,1
2,43,6,3,1.0,2.0,,2,2,2.0,2.0,,2,2,1,1,1,2
2,31,8,4,1.0,,,2,2,,,,2,2,1,1,3,2
2,17,6,2,1.0,,,2,2,2.0,2.0,,2,2,1,1,2,2
2,50,3,3,,,,2,2,,,,2,2,1,2,3,3
2,22,6,3,1.0,,,2,2,2.0,2.0,,1,1,1,1,3,4
2,53,6,3,,,,2,2,,,,2,1,1,1,3,5
2,39,3,3,,,,2,2,3.0,3.0,,1,1,1,1,3,5
2,42,8,4,1.0,,,2,2,2.0,2.0,,1,1,1,1,4,4
2,53,6,3,,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,23,3,3,1.0,,,2,2,,,,1,1,1,2,4,4
2,28,8,5,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,37,6,3,5.0,,,2,2,1.0,1.0,2.0,1,1,1,1,3,3
2,59,8,5,,,,2,2,,,,2,1,1,1,2,5
2,56,8,5,1.0,,,2,2,,,,2,2,1,1,4,1
2,58,5,2,1.0,,,2,2,,,,2,2,1,1,4,2
2,21,6,3,3.0,,9.0,2,2,2.0,2.0,,2,1,1,1,4,2
2,22,8,2,1.0,,,2,2,1.0,2.0,,2,1,1,1,2,2
1,42,3,3,1.0,,,2,2,,,,2,2,1,3,3,4
2,23,3,3,,,,2,2,2.0,2.0,,2,2,1,1,3,5
2,23,3,3,,,9.0,2,2,,,,2,1,1,1,4,5
2,36,3,3,5.0,,,2,2,2.0,2.0,2.0,1,1,1,2,3,4
2,21,6,3,1.0,2.0,,2,2,3.0,2.0,,2,2,1,1,3,4
2,42,8,5,,2.0,,2,2,,,,1,1,1,3,2,5
2,59,6,3,1.0,,,2,2,,,,2,2,1,1,3,3
2,37,6,3,,,,2,2,,,,2,2,1,1,3,3
1,40,8,4,,,,1,2,,,,1,1,1,2,3,5
2,36,3,3,1.0,,,2,2,2.0,2.0,2.0,2,2,1,1,4,4
2,19,3,3,1.0,,,2,2,2.0,2.0,,1,1,1,1,1,3
2,37,6,2,,,,2,2,,,,1,2,1,3,3,4
1,19,6,3,,2.0,2.0,2,2,2.0,3.0,,1,1,2,1,3,5
2,35,2,5,1.0,,,2,2,,,,2,2,1,1,3,3
2,35,8,4,1.0,,,2,2,1.0,2.0,,1,1,1,1,3,3
2,48,3,3,,,,2,2,,,,1,1,1,1,1,5
2,40,3,3,1.0,,,2,2,2.0,2.0,,1,2,1,1,3,3
2,19,6,3,1.0,,,2,2,,,1.0,2,1,1,1,4,2
2,42,3,3,1.0,,,2,2,2.0,2.0,,1,1,1,1,4,3
2,58,2,6,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,27,3,3,,,,2,2,,,,2,2,1,1,4,4
2,23,6,2,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,2
2,26,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,3
2,71,2,6,,,,2,2,,,,1,1,1,1,4,5
1,18,3,3,1.0,2.0,2.0,2,2,1.0,2.0,,1,2,1,1,4,3
